Velocity_mps_1,Velocity_mps_2,Velocity_mps_3,Velocity_mps_4,Velocity_mps_5,Velocity_mps_6,Velocity_mps_7,Velocity_mps_8,Velocity_mps_9,Velocity_mps_10,Velocity_mps_11,Velocity_mps_12,Velocity_mps_13,Velocity_mps_14,Velocity_mps_15,Velocity_mps_16,Velocity_mps_17,Velocity_mps_18,Velocity_mps_19,Velocity_mps_20,Velocity_mps_21,Velocity_mps_22,Velocity_mps_23,Velocity_mps_24,Velocity_mps_25,Velocity_mps_26,Velocity_mps_27,Velocity_mps_28,Velocity_mps_29,Velocity_mps_30,Velocity_mps_31,Velocity_mps_32,Velocity_mps_33,Velocity_mps_34,Velocity_mps_35,Velocity_mps_36,Velocity_mps_37,Velocity_mps_38,Velocity_mps_39,Velocity_mps_40,Velocity_mps_41,Velocity_mps_42,Velocity_mps_43,Velocity_mps_44,Velocity_mps_45,Velocity_mps_46,Velocity_mps_47,Velocity_mps_48,Velocity_mps_49,Velocity_mps_50,Velocity_mps_51,Velocity_mps_52,Velocity_mps_53,Velocity_mps_54,Velocity_mps_55,Velocity_mps_56,Velocity_mps_57,Velocity_mps_58,Velocity_mps_59,Velocity_mps_60,Velocity_mps_61,Velocity_mps_62,Velocity_mps_63,Velocity_mps_64,Velocity_mps_65,Velocity_mps_66,Velocity_mps_67,Velocity_mps_68,Velocity_mps_69,Velocity_mps_70,AvgPower_W_1,AvgPower_W_2,AvgPower_W_3,AvgPower_W_4,AvgPower_W_5,AvgPower_W_6,AvgPower_W_7,AvgPower_W_8,AvgPower_W_9,AvgPower_W_10,AvgPower_W_11,AvgPower_W_12,AvgPower_W_13,AvgPower_W_14,AvgPower_W_15,AvgPower_W_16,AvgPower_W_17,AvgPower_W_18,AvgPower_W_19,AvgPower_W_20,AvgPower_W_21,AvgPower_W_22,AvgPower_W_23,AvgPower_W_24,AvgPower_W_25,AvgPower_W_26,AvgPower_W_27,AvgPower_W_28,AvgPower_W_29,AvgPower_W_30,AvgPower_W_31,AvgPower_W_32,AvgPower_W_33,AvgPower_W_34,AvgPower_W_35,AvgPower_W_36,AvgPower_W_37,AvgPower_W_38,AvgPower_W_39,AvgPower_W_40,AvgPower_W_41,AvgPower_W_42,AvgPower_W_43,AvgPower_W_44,AvgPower_W_45,AvgPower_W_46,AvgPower_W_47,AvgPower_W_48,AvgPower_W_49,AvgPower_W_50,AvgPower_W_51,AvgPower_W_52,AvgPower_W_53,AvgPower_W_54,AvgPower_W_55,AvgPower_W_56,AvgPower_W_57,AvgPower_W_58,AvgPower_W_59,AvgPower_W_60,AvgPower_W_61,AvgPower_W_62,AvgPower_W_63,AvgPower_W_64,AvgPower_W_65,AvgPower_W_66,AvgPower_W_67,AvgPower_W_68,AvgPower_W_69,AvgPower_W_70
0,0.1,0.2,0.4,0.6,0.7,0.8,0.9,1,1.2,1.3,1.4,1.6,1.7,1.8,1.9,2,2.2,2.3,2.4,2.5,2.7,2.8,2.9,3,3.1,3.4,3.7,3.8,3.9,4,4.3,4.6,4.8,4.9,5,5.3,5.6,5.7,5.8,5.9,6,6.2,6.5,6.7,6.8,6.9,7,7.1,7.4,7.7,7.8,7.9,8,8.3,8.6,8.7,8.8,8.9,9,9.2,9.4,9.5,9.7,9.8,9.9,10,10.1,10.2,10.3,352.87408,351.341,NaN,336.023,323.108,356.59,354.45,348.2586875,353.710683544304,324.115,359.736,325.248,358.604,328.269,354.45,354.2486,353.750891566265,359.736,349.289,378.5225,360.743,357.974333333333,354.45,354.45,354.45,358.604,364.897,358.604,356.1872,355.583,355.578275,366.03,362.883,357.3956,356.59,356.616155844156,367.037,367.037,361.75,358.604,358.604,357.793168831169,367.037,374.337,367.037,361.1458,360.743,360.703766233766,366.03,382.771,375.344,366.360375,365.4635,365.158597402597,388.938,385.792,375.344,371.802142857143,372.198,371.55352,386.924,390.071,388.938,384.1304,380.253375,381.961714285714,381.196613333333,385.792,385.204583333333,384.319579831933
