Timestamp,Vz(m/s),Voltage(V),Current(A),Power(W),TargetVz(m/s),CurrentAlt(m)
2026-06-24 15:44:38,0.039,12.587,28.08,353.443,-0.5,150.0
2026-06-24 15:44:38,0.034,12.587,28.08,353.443,-0.5,149.94
2026-06-24 15:44:38,0.034,12.587,28.08,353.443,-0.5,149.94
2026-06-24 15:44:38,0.034,12.587,28.08,353.443,-0.5,149.94
2026-06-24 15:44:38,-0.113,12.587,25.5,320.969,-0.5,149.93
2026-06-24 15:44:38,-0.113,12.587,25.5,320.969,-0.5,149.93
2026-06-24 15:44:38,-0.347,12.587,25.25,317.822,-0.5,149.87
2026-06-24 15:44:38,-0.347,12.587,25.25,317.822,-0.5,149.87
2026-06-24 15:44:38,-0.347,12.587,25.25,317.822,-0.5,149.87
2026-06-24 15:44:39,-0.482,12.587,26.75,336.702,-0.5,149.76
2026-06-24 15:44:39,-0.482,12.587,26.75,336.702,-0.5,149.76
2026-06-24 15:44:39,-0.532,12.587,27.33,344.003,-0.5,149.63
2026-06-24 15:44:39,-0.532,12.587,27.33,344.003,-0.5,149.63
2026-06-24 15:44:39,-0.532,12.587,27.33,344.003,-0.5,149.63
2026-06-24 15:44:39,-0.535,12.587,27.83,350.296,-0.5,149.49
2026-06-24 15:44:39,-0.535,12.587,27.83,350.296,-0.5,149.49
2026-06-24 15:44:39,-0.519,12.587,27.91,351.303,-0.5,149.35
2026-06-24 15:44:39,-0.519,12.587,27.91,351.303,-0.5,149.35
2026-06-24 15:44:39,-0.519,12.587,27.91,351.303,-0.5,149.35
2026-06-24 15:44:40,-0.501,12.587,27.91,351.303,-0.5,149.22
2026-06-24 15:44:40,-0.501,12.587,27.91,351.303,-0.5,149.22
2026-06-24 15:44:40,-0.486,12.587,27.91,351.303,-0.5,149.09
2026-06-24 15:44:40,-0.486,12.587,27.91,351.303,-0.5,149.09
2026-06-24 15:44:40,-0.486,12.587,27.91,351.303,-0.5,149.09
2026-06-24 15:44:40,-0.478,12.587,27.83,350.296,-0.5,148.97
