Timestamp,Vz(m/s),Voltage(V),Current(A),Power(W),TargetVz(m/s)
2026-06-18 16:39:28,2.462,12.587,30.24,380.631,2.5
2026-06-18 16:39:28,2.46,12.587,30.32,381.638,2.5
2026-06-18 16:39:28,2.46,12.587,30.32,381.638,2.5
2026-06-18 16:39:28,2.46,12.587,30.32,381.638,2.5
2026-06-18 16:39:28,2.458,12.587,30.32,381.638,2.5
2026-06-18 16:39:28,2.458,12.587,30.32,381.638,2.5
2026-06-18 16:39:28,2.457,12.587,30.32,381.638,3.0
2026-06-18 16:39:28,2.457,12.587,30.32,381.638,3.0
2026-06-18 16:39:29,2.457,12.587,30.32,381.638,3.0
2026-06-18 16:39:29,2.555,12.587,33.65,423.553,3.0
2026-06-18 16:39:29,2.555,12.587,33.65,423.553,3.0
2026-06-18 16:39:29,2.812,12.587,33.31,419.273,3.0
2026-06-18 16:39:29,2.812,12.587,33.31,419.273,3.0
2026-06-18 16:39:29,2.812,12.587,33.31,419.273,3.0
2026-06-18 16:39:29,2.945,12.587,31.98,402.532,3.0
2026-06-18 16:39:29,2.945,12.587,31.98,402.532,3.0
2026-06-18 16:39:29,2.997,12.587,31.49,396.365,3.0
2026-06-18 16:39:29,2.997,12.587,31.49,396.365,3.0
2026-06-18 16:39:30,2.997,12.587,31.49,396.365,3.0
2026-06-18 16:39:30,3.009,12.587,30.99,390.071,3.0
2026-06-18 16:39:30,3.009,12.587,30.99,390.071,3.0
2026-06-18 16:39:30,3.0,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,3.0,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,3.0,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,2.984,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,2.984,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,2.97,12.587,30.82,387.931,3.0
2026-06-18 16:39:30,2.97,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.97,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.961,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.961,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.955,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.955,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.955,12.587,30.82,387.931,3.0
2026-06-18 16:39:31,2.953,12.587,30.9,388.938,3.0
2026-06-18 16:39:31,2.953,12.587,30.9,388.938,3.0
2026-06-18 16:39:31,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:31,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:32,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.951,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:33,2.951,12.587,30.82,387.931,3.0
